identifier	sample_id	contig_id	BGC_start	BGC_end	BGC_length	deepBGC	GECCO	antiSMASH	merged	Product_class	Tool_representative	BGC_probability	mmseqs_lineage_contig
GOY005_NODE_2743_0	GOY005-megahit	NODE_2743_length_5557_cov_26.7	2027.0	5475.0	3448.0	Yes			1	Unknown	deepBGC	0.7981	
GOY005_NODE_2763_0	GOY005-megahit	NODE_2763_length_5530_cov_23.4	1273.0	4524.0	3251.0	Yes			1	Polyketide	deepBGC	0.62581	
GOY005_NODE_281_0	GOY005-megahit	NODE_281_length_15445_cov_30.2	638.0	15146.0	14508.0	Yes			1	Unknown	deepBGC	0.66929	
GOY005_NODE_2819_0	GOY005-megahit	NODE_2819_length_5475_cov_30.6	105.0	3325.0	3220.0		Yes		1	Unknown	GECCO	0.9944936576888987	
GOY005_NODE_2821_0	GOY005-megahit	NODE_2821_length_5470_cov_31.0	836.0	4343.0	3507.0	Yes			1	Polyketide	deepBGC	0.61889	
GOY005_NODE_2826_0	GOY005-megahit	NODE_2826_length_5467_cov_29.8	1512.0	5012.0	3500.0	Yes			1	Unknown	deepBGC	0.64956	
GOY005_NODE_2841_0	GOY005-megahit	NODE_2841_length_5450_cov_32.9	233.0	5386.0	5153.0	Yes			1	Unknown	deepBGC	0.67443	
GOY005_NODE_2850_0	GOY005-megahit	NODE_2850_length_5445_cov_30.5	662.0	4733.0	4071.0		Yes		1	Unknown	GECCO	0.9414676350302648	
GOY005_NODE_2866_0	GOY005-megahit	NODE_2866_length_5428_cov_32.0	82.0	4239.0	4157.0	Yes			1	Unknown	deepBGC	0.7287	
GOY005_NODE_2869_0	GOY005-megahit	NODE_2869_length_5425_cov_41.2	33.0	4869.0	4836.0	Yes			1	RiPP	deepBGC	0.69181	
GOY005_NODE_2879_0	GOY005-megahit	NODE_2879_length_5408_cov_29.4	963.0	4603.0	3640.0	Yes			1	Terpene	deepBGC	0.66502	
GOY005_NODE_289_0	GOY005-megahit	NODE_289_length_15259_cov_17.5	338.0	15052.0	14714.0	Yes			1	Unknown	deepBGC	0.72581	
GOY005_NODE_290_0	GOY005-megahit	NODE_290_length_15155_cov_30.1	2588.0	12490.0	9902.0		Yes		1	Unknown	GECCO	0.9592646198462008	
GOY005_NODE_291_0	GOY005-megahit	NODE_291_length_15154_cov_39.6	142.0	13633.0	13491.0	Yes			1	RiPP	deepBGC	0.71872	
GOY005_NODE_2913_0	GOY005-megahit	NODE_2913_length_5374_cov_32.7	998.0	4990.0	3992.0	Yes	Yes		2	Terpene, Unknown	deepBGC	0.97346	
GOY005_NODE_2918_0	GOY005-megahit	NODE_2918_length_5366_cov_33.0	556.0	5347.0	4791.0	Yes			1	Unknown	deepBGC	0.9707	
GOY005_NODE_2936_0	GOY005-megahit	NODE_2936_length_5350_cov_46.4	295.0	4309.0	4014.0	Yes			1	Polyketide	deepBGC	0.65163	
GOY005_NODE_294_0	GOY005-megahit	NODE_294_length_15084_cov_26.5	1183.0	11691.0	10508.0	Yes	Yes		2	Polyketide, Unknown	deepBGC	0.92915	
GOY005_NODE_2948_0	GOY005-megahit	NODE_2948_length_5331_cov_45.1	1160.0	5063.0	3903.0	Yes			1	Other	deepBGC	0.7161	
GOY005_NODE_295_0	GOY005-megahit	NODE_295_length_15078_cov_26.7	296.0	6599.0	6303.0	Yes			1	Unknown	deepBGC	0.63715	
GOY005_NODE_2951_0	GOY005-megahit	NODE_2951_length_5327_cov_34.8	380.0	4702.0	4322.0	Yes			1	Polyketide	deepBGC	0.70696	
GOY005_NODE_296_0	GOY005-megahit	NODE_296_length_15071_cov_29.6	183.0	13787.0	13604.0	Yes			1	Polyketide	deepBGC	0.81164	
GOY005_NODE_2960_0	GOY005-megahit	NODE_2960_length_5309_cov_30.4	349.0	3574.0	3225.0	Yes			1	Terpene	deepBGC	0.66829	
GOY005_NODE_2972_0	GOY005-megahit	NODE_2972_length_5302_cov_29.6	1572.0	4879.0	3307.0	Yes			1	Unknown	deepBGC	0.63101	
GOY005_NODE_2990_0	GOY005-megahit	NODE_2990_length_5288_cov_30.7	535.0	5132.0	4597.0	Yes			1	Unknown	deepBGC	0.82083	
GOY005_NODE_3_0	GOY005-megahit	NODE_3_length_48749_cov_33.0	19470.0	30137.0	10667.0	Yes			1	Unknown	deepBGC	0.7471	
GOY005_NODE_300_0	GOY005-megahit	NODE_300_length_14992_cov_28.2	1918.0	9085.0	7167.0	Yes			1	Unknown	deepBGC	0.86987	
GOY005_NODE_3011_0	GOY005-megahit	NODE_3011_length_5265_cov_24.6	859.0	5068.0	4209.0	Yes			1	Polyketide	deepBGC	0.77104	
GOY005_NODE_3024_0	GOY005-megahit	NODE_3024_length_5248_cov_31.3	1182.0	5080.0	3898.0	Yes			1	Unknown	deepBGC	0.76103	
GOY005_NODE_3031_0	GOY005-megahit	NODE_3031_length_5241_cov_31.2	209.0	3223.0	3014.0	Yes			1	Unknown	deepBGC	0.62214	
GOY005_NODE_304_0	GOY005-megahit	NODE_304_length_14955_cov_27.9	1104.0	14408.0	13304.0	Yes	Yes		2	Unknown	deepBGC	0.86626	
GOY005_NODE_3043_0	GOY005-megahit	NODE_3043_length_5229_cov_54.2	1024.0	5198.0	4174.0	Yes			1	Unknown	deepBGC	0.72563	
GOY005_NODE_305_0	GOY005-megahit	NODE_305_length_14944_cov_35.2	3.0	14817.0	14814.0		Yes		1	NRP	GECCO	0.9976555093381868	
GOY005_NODE_3058_0	GOY005-megahit	NODE_3058_length_5213_cov_29.5	479.0	4657.0	4178.0	Yes			1	Polyketide	deepBGC	0.74954	
GOY005_NODE_308_0	GOY005-megahit	NODE_308_length_14899_cov_33.6	296.0	11806.0	11510.0	Yes			1	Polyketide	deepBGC	0.79907	
GOY005_NODE_309_0	GOY005-megahit	NODE_309_length_14896_cov_30.7	104.0	12968.0	12864.0	Yes			1	Polyketide	deepBGC	0.78824	
GOY005_NODE_3096_0	GOY005-megahit	NODE_3096_length_5165_cov_29.0	175.0	3442.0	3267.0	Yes			1	Unknown	deepBGC	0.88317	
GOY005_NODE_3133_0	GOY005-megahit	NODE_3133_length_5135_cov_147.9	181.0	4980.0	4799.0	Yes			1	Polyketide	deepBGC	0.68037	
GOY005_NODE_3167_0	GOY005-megahit	NODE_3167_length_5099_cov_43.9	10.0	4524.0	4514.0	Yes			1	Unknown	deepBGC	0.65597	
GOY005_NODE_3179_0	GOY005-megahit	NODE_3179_length_5084_cov_31.1	801.0	4342.0	3541.0	Yes			1	Polyketide	deepBGC	0.60095	
GOY005_NODE_318_0	GOY005-megahit	NODE_318_length_14795_cov_31.7	474.0	14398.0	13924.0	Yes			1	RiPP	deepBGC	0.78721	
GOY005_NODE_3186_0	GOY005-megahit	NODE_3186_length_5075_cov_30.1	146.0	3172.0	3026.0	Yes			1	Unknown	deepBGC	0.61391	
GOY005_NODE_32_0	GOY005-megahit	NODE_32_length_28251_cov_29.3	6263.0	26636.0	20373.0	Yes	Yes		2	Polyketide, Unknown	GECCO	0.9943713220969548	
GOY005_NODE_320_1	GOY005-megahit	NODE_320_length_14774_cov_21.3	371.0	14573.0	14202.0	Yes	Yes		2	NRP	deepBGC	0.98952	
GOY005_NODE_3266_0	GOY005-megahit	NODE_3266_length_4988_cov_30.2	351.0	4732.0	4381.0		Yes		1	Unknown	GECCO	0.981326638593927	
GOY005_NODE_3273_0	GOY005-megahit	NODE_3273_length_4986_cov_31.3	150.0	4797.0	4647.0	Yes			1	Unknown	deepBGC	0.68949	
GOY005_NODE_3289_0	GOY005-megahit	NODE_3289_length_4966_cov_45.6	154.0	3505.0	3351.0	Yes			1	Polyketide	deepBGC	0.72497	
GOY005_NODE_3293_0	GOY005-megahit	NODE_3293_length_4960_cov_31.3	589.0	4543.0	3954.0	Yes			1	Unknown	deepBGC	0.75262	
GOY005_NODE_3300_0	GOY005-megahit	NODE_3300_length_4951_cov_47.0	439.0	4428.0	3989.0	Yes			1	Polyketide	deepBGC	0.6304	
GOY005_NODE_3316_0	GOY005-megahit	NODE_3316_length_4938_cov_33.5	862.0	4628.0	3766.0	Yes			1	Unknown	deepBGC	0.97763	
GOY005_NODE_3318_0	GOY005-megahit	NODE_3318_length_4937_cov_33.9	655.0	4594.0	3939.0	Yes			1	NRP	deepBGC	0.80307	
GOY005_NODE_3345_0	GOY005-megahit	NODE_3345_length_4918_cov_11.1	332.0	4819.0	4487.0	Yes			1	Unknown	deepBGC	0.72594	
GOY005_NODE_3353_0	GOY005-megahit	NODE_3353_length_4912_cov_12.8	43.0	4875.0	4832.0	Yes			1	RiPP	deepBGC	0.68906	
GOY005_NODE_3355_0	GOY005-megahit	NODE_3355_length_4911_cov_29.5	209.0	4401.0	4192.0	Yes			1	Unknown	deepBGC	0.90504	
GOY005_NODE_3379_0	GOY005-megahit	NODE_3379_length_4895_cov_43.8	1537.0	4560.0	3023.0	Yes			1	Unknown	deepBGC	0.62562	
GOY005_NODE_344_0	GOY005-megahit	NODE_344_length_14453_cov_28.7	3766.0	9880.0	6114.0	Yes			1	Unknown	deepBGC	0.95538	
GOY005_NODE_346_0	GOY005-megahit	NODE_346_length_14391_cov_31.2	307.0	14295.0	13988.0	Yes	Yes		2	NRP, Unknown	deepBGC	0.87975	
GOY005_NODE_3472_0	GOY005-megahit	NODE_3472_length_4821_cov_33.8	1427.0	4657.0	3230.0	Yes			1	Polyketide	deepBGC	0.69622	
GOY005_NODE_3485_0	GOY005-megahit	NODE_3485_length_4806_cov_50.3	191.0	3353.0	3162.0	Yes			1	Unknown	deepBGC	0.61944	
GOY005_NODE_349_0	GOY005-megahit	NODE_349_length_14377_cov_79.0	50.0	14360.0	14310.0	Yes			1	Unknown	deepBGC	0.89672	
GOY005_NODE_3531_0	GOY005-megahit	NODE_3531_length_4761_cov_35.6	270.0	4283.0	4013.0	Yes			1	Polyketide	deepBGC	0.73774	
GOY005_NODE_354_0	GOY005-megahit	NODE_354_length_14337_cov_35.6	111.0	14171.0	14060.0	Yes			1	Polyketide	deepBGC	0.97894	
GOY005_NODE_358_1	GOY005-megahit	NODE_358_length_14292_cov_30.6	652.0	13686.0	13034.0	Yes	Yes		2	RiPP, Unknown	deepBGC	0.92541	
GOY005_NODE_3592_0	GOY005-megahit	NODE_3592_length_4715_cov_101.4	251.0	4248.0	3997.0	Yes			1	Polyketide	deepBGC	0.69372	
GOY005_NODE_360_0	GOY005-megahit	NODE_360_length_14279_cov_33.3	4702.0	13431.0	8729.0	Yes			1	Unknown	deepBGC	0.60639	
GOY005_NODE_3602_0	GOY005-megahit	NODE_3602_length_4708_cov_32.2	379.0	4213.0	3834.0	Yes			1	Polyketide	deepBGC	0.62937	
GOY005_NODE_361_0	GOY005-megahit	NODE_361_length_14273_cov_31.2	3895.0	10349.0	6454.0	Yes			1	Polyketide	deepBGC	0.75926	
GOY005_NODE_3670_0	GOY005-megahit	NODE_3670_length_4651_cov_35.5	718.0	4555.0	3837.0	Yes			1	Polyketide	deepBGC	0.77032	
GOY005_NODE_3674_1	GOY005-megahit	NODE_3674_length_4647_cov_31.2	965.0	4588.0	3623.0	Yes	Yes		2	RiPP	deepBGC	0.70173	
GOY005_NODE_368_0	GOY005-megahit	NODE_368_length_14230_cov_31.0	115.0	12321.0	12206.0	Yes	Yes		2	Unknown	deepBGC	0.94793	
GOY005_NODE_369_0	GOY005-megahit	NODE_369_length_14221_cov_31.1	1378.0	14118.0	12740.0	Yes			1	Unknown	deepBGC	0.77531	
GOY005_NODE_37_1	GOY005-megahit	NODE_37_length_27975_cov_28.7	1431.0	25944.0	24513.0	Yes	Yes		2	NRP	deepBGC	0.99696	
GOY005_NODE_370_0	GOY005-megahit	NODE_370_length_14218_cov_32.0	2973.0	8773.0	5800.0	Yes			1	Other	deepBGC	0.61155	
GOY005_NODE_3739_0	GOY005-megahit	NODE_3739_length_4590_cov_11.9	27.0	4348.0	4321.0	Yes			1	Terpene	deepBGC	0.79319	
GOY005_NODE_374_0	GOY005-megahit	NODE_374_length_14183_cov_31.7	2088.0	6538.0	4450.0	Yes			1	Unknown	deepBGC	0.64728	
GOY005_NODE_3745_0	GOY005-megahit	NODE_3745_length_4588_cov_38.7	425.0	4266.0	3841.0	Yes			1	Other	deepBGC	0.93031	
GOY005_NODE_3771_0	GOY005-megahit	NODE_3771_length_4570_cov_27.0	305.0	4442.0	4137.0	Yes			1	Unknown	deepBGC	0.85928	
GOY005_NODE_3796_0	GOY005-megahit	NODE_3796_length_4551_cov_31.3	123.0	3828.0	3705.0	Yes			1	Terpene	deepBGC	0.74631	
GOY005_NODE_3818_0	GOY005-megahit	NODE_3818_length_4535_cov_289.2	151.0	4518.0	4367.0	Yes			1	Unknown	deepBGC	0.60025	
GOY005_NODE_3828_0	GOY005-megahit	NODE_3828_length_4523_cov_34.3	54.0	4070.0	4016.0	Yes			1	Unknown	deepBGC	0.68924	
GOY005_NODE_3837_0	GOY005-megahit	NODE_3837_length_4513_cov_46.6	286.0	4327.0	4041.0	Yes			1	Unknown	deepBGC	0.6965	
GOY005_NODE_385_0	GOY005-megahit	NODE_385_length_14068_cov_29.3	6380.0	13388.0	7008.0	Yes			1	Unknown	deepBGC	0.82326	
GOY005_NODE_3869_0	GOY005-megahit	NODE_3869_length_4486_cov_58.8	129.0	4249.0	4120.0	Yes			1	Unknown	deepBGC	0.63374	
GOY005_NODE_3884_0	GOY005-megahit	NODE_3884_length_4475_cov_38.5	254.0	4229.0	3975.0	Yes			1	RiPP	deepBGC	0.89871	
GOY005_NODE_390_0	GOY005-megahit	NODE_390_length_13934_cov_32.1	430.0	13803.0	13373.0	Yes			1	Terpene	deepBGC	0.92375	
GOY005_NODE_394_0	GOY005-megahit	NODE_394_length_13883_cov_32.5	639.0	5257.0	4618.0	Yes			1	Unknown	deepBGC	0.60999	
GOY005_NODE_3940_0	GOY005-megahit	NODE_3940_length_4426_cov_12.5	255.0	4046.0	3791.0	Yes			1	Unknown	deepBGC	0.65828	
GOY005_NODE_3965_0	GOY005-megahit	NODE_3965_length_4402_cov_32.7	33.0	4372.0	4339.0	Yes			1	Unknown	deepBGC	0.63541	
GOY005_NODE_397_0	GOY005-megahit	NODE_397_length_13852_cov_28.2	672.0	12018.0	11346.0	Yes	Yes		2	Polyketide, Unknown	deepBGC	0.85555	
GOY005_NODE_40_0	GOY005-megahit	NODE_40_length_27704_cov_34.4	20.0	12123.0	12103.0	Yes			1	Polyketide	deepBGC	0.66855	
GOY005_NODE_400_0	GOY005-megahit	NODE_400_length_13812_cov_30.2	341.0	12230.0	11889.0	Yes	Yes		2	Unknown	deepBGC	0.8404	
GOY005_NODE_401_0	GOY005-megahit	NODE_401_length_13795_cov_30.9	37.0	9616.0	9579.0	Yes			1	Polyketide	deepBGC	0.6967	
GOY005_NODE_4013_0	GOY005-megahit	NODE_4013_length_4375_cov_40.8	748.0	4114.0	3366.0	Yes			1	Unknown	deepBGC	0.83005	
GOY005_NODE_4023_0	GOY005-megahit	NODE_4023_length_4368_cov_15.6	310.0	4302.0	3992.0	Yes			1	Polyketide	deepBGC	0.89888	
GOY005_NODE_4057_0	GOY005-megahit	NODE_4057_length_4341_cov_53.1	62.0	4300.0	4238.0	Yes			1	RiPP	deepBGC	0.76592	
GOY005_NODE_4074_0	GOY005-megahit	NODE_4074_length_4330_cov_42.7	366.0	4080.0	3714.0	Yes			1	Unknown	deepBGC	0.64894	
GOY005_NODE_408_0	GOY005-megahit	NODE_408_length_13723_cov_32.8	1464.0	12953.0	11489.0	Yes	Yes		2	RiPP	deepBGC	0.9211	
GOY005_NODE_4101_0	GOY005-megahit	NODE_4101_length_4315_cov_32.1	167.0	4060.0	3893.0	Yes			1	Terpene	deepBGC	0.70584	
GOY005_NODE_414_0	GOY005-megahit	NODE_414_length_13639_cov_30.6	1049.0	12454.0	11405.0	Yes			1	RiPP	deepBGC	0.80989	
GOY005_NODE_417_0	GOY005-megahit	NODE_417_length_13605_cov_28.8	227.0	10104.0	9877.0	Yes	Yes		2	Polyketide, Unknown	deepBGC	0.85601	
GOY005_NODE_4178_0	GOY005-megahit	NODE_4178_length_4264_cov_22.7	336.0	4206.0	3870.0	Yes			1	Terpene	deepBGC	0.61974	
GOY005_NODE_4195_0	GOY005-megahit	NODE_4195_length_4256_cov_31.1	537.0	3818.0	3281.0	Yes			1	Unknown	deepBGC	0.87469	
GOY005_NODE_420_0	GOY005-megahit	NODE_420_length_13590_cov_17.6	241.0	6152.0	5911.0	Yes			1	Unknown	deepBGC	0.69204	
GOY005_NODE_4240_0	GOY005-megahit	NODE_4240_length_4228_cov_14.6	107.0	4207.0	4100.0	Yes			1	Other	deepBGC	0.6086	
GOY005_NODE_4243_0	GOY005-megahit	NODE_4243_length_4227_cov_32.9	313.0	4070.0	3757.0	Yes			1	Polyketide	deepBGC	0.87973	
GOY005_NODE_425_0	GOY005-megahit	NODE_425_length_13519_cov_33.8	94.0	6116.0	6022.0	Yes	Yes		2	NRP	deepBGC	0.60011	
GOY005_NODE_4265_0	GOY005-megahit	NODE_4265_length_4213_cov_58.0	45.0	3652.0	3607.0	Yes			1	RiPP	deepBGC	0.6785	
GOY005_NODE_4268_0	GOY005-megahit	NODE_4268_length_4212_cov_38.5	284.0	4067.0	3783.0	Yes			1	Polyketide	deepBGC	0.63649	
GOY005_NODE_4276_0	GOY005-megahit	NODE_4276_length_4206_cov_31.0	271.0	3555.0	3284.0	Yes			1	Unknown	deepBGC	0.76812	
GOY005_NODE_4285_0	GOY005-megahit	NODE_4285_length_4200_cov_31.0	553.0	4078.0	3525.0	Yes			1	Unknown	deepBGC	0.69772	
GOY005_NODE_4286_0	GOY005-megahit	NODE_4286_length_4200_cov_28.9	250.0	3729.0	3479.0	Yes	Yes		2	Polyketide	deepBGC	0.99149	
GOY005_NODE_429_0	GOY005-megahit	NODE_429_length_13484_cov_31.2	2591.0	5893.0	3302.0	Yes			1	Terpene	deepBGC	0.67407	
GOY005_NODE_433_0	GOY005-megahit	NODE_433_length_13413_cov_32.5	48.0	9137.0	9089.0	Yes			1	Unknown	deepBGC	0.60562	
GOY005_NODE_435_1	GOY005-megahit	NODE_435_length_13401_cov_28.1	526.0	12671.0	12145.0	Yes	Yes		2	Unknown	deepBGC	0.95949	
GOY005_NODE_44_1	GOY005-megahit	NODE_44_length_27479_cov_31.0	383.0	26257.0	25874.0	Yes	Yes		2	Terpene, Unknown	deepBGC	0.98609	
GOY005_NODE_440_1	GOY005-megahit	NODE_440_length_13360_cov_29.3	4153.0	12605.0	8452.0	Yes	Yes		2	NRP	deepBGC	0.90263	
GOY005_NODE_442_0	GOY005-megahit	NODE_442_length_13331_cov_30.4	1961.0	11769.0	9808.0	Yes			1	Polyketide	deepBGC	0.61611	
GOY005_NODE_4425_0	GOY005-megahit	NODE_4425_length_4109_cov_22.6	343.0	3882.0	3539.0	Yes			1	RiPP	deepBGC	0.72216	
GOY005_NODE_446_0	GOY005-megahit	NODE_446_length_13310_cov_26.0	931.0	8572.0	7641.0	Yes	Yes		2	Unknown	deepBGC	0.74931	
GOY005_NODE_4460_0	GOY005-megahit	NODE_4460_length_4091_cov_47.0	181.0	3682.0	3501.0	Yes			1	Unknown	deepBGC	0.66018	
GOY005_NODE_4479_0	GOY005-megahit	NODE_4479_length_4077_cov_46.5	605.0	3624.0	3019.0	Yes			1	Unknown	deepBGC	0.62121	
GOY005_NODE_448_0	GOY005-megahit	NODE_448_length_13291_cov_33.6	1309.0	13039.0	11730.0	Yes	Yes		2	Polyketide, Unknown	deepBGC	0.93248	
GOY005_NODE_45_0	GOY005-megahit	NODE_45_length_27461_cov_29.5	946.0	26696.0	25750.0	Yes	Yes		2	Polyketide, Unknown	deepBGC	0.79118	
GOY005_NODE_451_0	GOY005-megahit	NODE_451_length_13276_cov_26.9	1033.0	11189.0	10156.0	Yes			1	Unknown	deepBGC	0.71043	
GOY005_NODE_4522_0	GOY005-megahit	NODE_4522_length_4057_cov_10.5	340.0	3800.0	3460.0		Yes		1	Unknown	GECCO	0.9118520643821684	
GOY005_NODE_4561_0	GOY005-megahit	NODE_4561_length_4038_cov_441.2	149.0	3952.0	3803.0	Yes			1	Other	deepBGC	0.77951	
GOY005_NODE_457_0	GOY005-megahit	NODE_457_length_13216_cov_29.0	2280.0	7226.0	4946.0	Yes			1	Unknown	deepBGC	0.63389	
GOY005_NODE_460_0	GOY005-megahit	NODE_460_length_13163_cov_45.0	7450.0	10623.0	3173.0	Yes			1	RiPP	deepBGC	0.61172	
GOY005_NODE_4635_0	GOY005-megahit	NODE_4635_length_4000_cov_33.6	110.0	3899.0	3789.0	Yes			1	Unknown	deepBGC	0.6365	
GOY005_NODE_469_0	GOY005-megahit	NODE_469_length_13095_cov_27.4	8016.0	11913.0	3897.0	Yes			1	Unknown	deepBGC	0.61804	
GOY005_NODE_4690_0	GOY005-megahit	NODE_4690_length_3967_cov_26.0	224.0	3684.0	3460.0	Yes			1	Polyketide	deepBGC	0.73521	
GOY005_NODE_480_0	GOY005-megahit	NODE_480_length_12995_cov_29.1	174.0	12855.0	12681.0	Yes	Yes		2	Polyketide	deepBGC	0.96489	
GOY005_NODE_484_0	GOY005-megahit	NODE_484_length_12957_cov_31.0	1112.0	7726.0	6614.0	Yes			1	Polyketide	deepBGC	0.71294	
GOY005_NODE_4860_0	GOY005-megahit	NODE_4860_length_3872_cov_40.3	623.0	3802.0	3179.0	Yes			1	Unknown	deepBGC	0.67851	
GOY005_NODE_4863_0	GOY005-megahit	NODE_4863_length_3870_cov_21.0	337.0	3728.0	3391.0	Yes			1	Unknown	deepBGC	0.60391	
GOY005_NODE_4866_0	GOY005-megahit	NODE_4866_length_3868_cov_48.1	306.0	3502.0	3196.0	Yes			1	Unknown	deepBGC	0.69291	
GOY005_NODE_492_0	GOY005-megahit	NODE_492_length_12863_cov_32.2	565.0	12833.0	12268.0	Yes			1	Unknown	deepBGC	0.7243	
GOY005_NODE_495_0	GOY005-megahit	NODE_495_length_12840_cov_29.8	150.0	8711.0	8561.0	Yes			1	Unknown	deepBGC	0.75851	
GOY005_NODE_50_0	GOY005-megahit	NODE_50_length_26732_cov_31.0	55.0	25117.0	25062.0	Yes			1	Unknown	deepBGC	0.90607	
GOY005_NODE_500_0	GOY005-megahit	NODE_500_length_12788_cov_30.9	3811.0	12725.0	8914.0	Yes			1	Polyketide	deepBGC	0.76483	
GOY005_NODE_501_0	GOY005-megahit	NODE_501_length_12788_cov_34.8	549.0	11454.0	10905.0	Yes			1	Unknown	deepBGC	0.79012	
GOY005_NODE_5039_0	GOY005-megahit	NODE_5039_length_3766_cov_26.1	113.0	3470.0	3357.0	Yes			1	Unknown	deepBGC	0.72183	
GOY005_NODE_506_0	GOY005-megahit	NODE_506_length_12749_cov_28.6	1974.0	11187.0	9213.0	Yes			1	RiPP	deepBGC	0.80222	
GOY005_NODE_5072_0	GOY005-megahit	NODE_5072_length_3751_cov_301.8	161.0	3418.0	3257.0	Yes			1	NRP	deepBGC	0.944	
GOY005_NODE_5121_0	GOY005-megahit	NODE_5121_length_3724_cov_31.0	118.0	3691.0	3573.0	Yes			1	Polyketide	deepBGC	0.9801	
GOY005_NODE_5182_0	GOY005-megahit	NODE_5182_length_3698_cov_34.2	471.0	3639.0	3168.0	Yes			1	Polyketide	deepBGC	0.62074	
GOY005_NODE_520_0	GOY005-megahit	NODE_520_length_12588_cov_31.4	821.0	11637.0	10816.0	Yes			1	Polyketide	deepBGC	0.70441	
GOY005_NODE_521_0	GOY005-megahit	NODE_521_length_12573_cov_26.6	756.0	12163.0	11407.0	Yes			1	Unknown	deepBGC	0.98988	
GOY005_NODE_524_0	GOY005-megahit	NODE_524_length_12524_cov_28.4	9097.0	12104.0	3007.0	Yes			1	Unknown	deepBGC	0.61841	
GOY005_NODE_529_0	GOY005-megahit	NODE_529_length_12470_cov_30.1	119.0	12271.0	12152.0	Yes	Yes		2	RiPP	deepBGC	0.76473	
GOY005_NODE_53_0	GOY005-megahit	NODE_53_length_26239_cov_27.6	7360.0	17284.0	9924.0	Yes			1	RiPP	deepBGC	0.67196	
GOY005_NODE_534_0	GOY005-megahit	NODE_534_length_12445_cov_26.6	38.0	9548.0	9510.0	Yes	Yes		2	Unknown	deepBGC	0.94769	
GOY005_NODE_5347_0	GOY005-megahit	NODE_5347_length_3619_cov_52.7	305.0	3456.0	3151.0	Yes			1	Polyketide	deepBGC	0.69818	
GOY005_NODE_5355_0	GOY005-megahit	NODE_5355_length_3617_cov_14.9	194.0	3420.0	3226.0	Yes			1	Polyketide	deepBGC	0.62689	
GOY005_NODE_537_0	GOY005-megahit	NODE_537_length_12413_cov_30.0	6068.0	10974.0	4906.0		Yes		1	RiPP	GECCO	0.9997991660930008	
GOY005_NODE_55_1	GOY005-megahit	NODE_55_length_25665_cov_30.5	1238.0	24614.0	23376.0	Yes	Yes		2	RiPP	deepBGC	0.92931	
GOY005_NODE_551_0	GOY005-megahit	NODE_551_length_12304_cov_31.2	1014.0	10590.0	9576.0	Yes			1	Unknown	deepBGC	0.62179	
GOY005_NODE_554_0	GOY005-megahit	NODE_554_length_12249_cov_31.2	2021.0	11962.0	9941.0	Yes			1	Polyketide	deepBGC	0.78241	
GOY005_NODE_5551_0	GOY005-megahit	NODE_5551_length_3534_cov_32.1	278.0	3321.0	3043.0	Yes			1	Unknown	deepBGC	0.61587	
GOY005_NODE_5572_0	GOY005-megahit	NODE_5572_length_3529_cov_34.1	35.0	3417.0	3382.0	Yes			1	Unknown	deepBGC	0.90162	
GOY005_NODE_5580_0	GOY005-megahit	NODE_5580_length_3527_cov_34.4	26.0	3434.0	3408.0	Yes			1	Polyketide	deepBGC	0.71073	
GOY005_NODE_564_0	GOY005-megahit	NODE_564_length_12164_cov_34.2	3042.0	9214.0	6172.0	Yes			1	Polyketide	deepBGC	0.67351	
GOY005_NODE_567_0	GOY005-megahit	NODE_567_length_12128_cov_98.8	90.0	7949.0	7859.0	Yes			1	RiPP	deepBGC	0.62638	
GOY005_NODE_5683_0	GOY005-megahit	NODE_5683_length_3487_cov_25.7	88.0	3253.0	3165.0	Yes			1	Unknown	deepBGC	0.64246	
GOY005_NODE_571_0	GOY005-megahit	NODE_571_length_12080_cov_27.0	2349.0	5851.0	3502.0	Yes			1	Polyketide	deepBGC	0.87526	
GOY005_NODE_5744_0	GOY005-megahit	NODE_5744_length_3463_cov_33.6	271.0	3280.0	3009.0	Yes			1	Unknown	deepBGC	0.6599	
GOY005_NODE_5745_0	GOY005-megahit	NODE_5745_length_3463_cov_25.7	207.0	3225.0	3018.0	Yes			1	Unknown	deepBGC	0.65394	
GOY005_NODE_575_1	GOY005-megahit	NODE_575_length_12033_cov_29.8	6303.0	11898.0	5595.0	Yes	Yes		2	Unknown	GECCO	0.9696585147925948	
GOY005_NODE_580_0	GOY005-megahit	NODE_580_length_12002_cov_29.5	78.0	9685.0	9607.0	Yes			1	Unknown	deepBGC	0.83615	
GOY005_NODE_583_0	GOY005-megahit	NODE_583_length_11958_cov_29.6	1020.0	10123.0	9103.0	Yes			1	Polyketide	deepBGC	0.63509	
GOY005_NODE_5943_0	GOY005-megahit	NODE_5943_length_3390_cov_13.8	52.0	3295.0	3243.0	Yes			1	Polyketide	deepBGC	0.7098	
GOY005_NODE_595_0	GOY005-megahit	NODE_595_length_11852_cov_27.0	4642.0	7648.0	3006.0	Yes			1	RiPP	deepBGC	0.84171	
GOY005_NODE_6067_0	GOY005-megahit	NODE_6067_length_3341_cov_27.0	163.0	3199.0	3036.0	Yes			1	Unknown	deepBGC	0.60921	
GOY005_NODE_6083_0	GOY005-megahit	NODE_6083_length_3333_cov_15.9	107.0	3238.0	3131.0	Yes			1	Unknown	deepBGC	0.61106	
